scenario,basic_mip,basic_lp,basic_gap,basic_lp_fractional_nodes,tighter_mip,tighter_lp,tighter_gap,tighter_lp_fractional_nodes
baseline,32.259181338199994,32.48662852642673,0.2274471882267335,798.0,32.258591455097545,32.26462791635416,0.006036461256613279,559.0
flat_prices,-23.119506183225642,-23.119506183225642,0.0,0.0,-23.119506183225642,-23.119506183225642,0.0,0.0
price_scale,48.38835200729901,48.72994278963902,0.34159078234000617,798.0,48.388772007298975,48.39694187453021,0.008169867231231365,559.0
perfect_efficiency,56.687592140000056,56.68759214000003,-2.842170943040401e-14,556.0,56.687592140000056,56.68759214000003,-2.842170943040401e-14,556.0
low_efficiency,-8.87105547020766,-8.287614212398925,0.5834412578087349,660.0,-8.87105547020766,-8.848940339155988,0.022115131051672066,424.0
tight_power_limits,-51.532463231087526,-51.53235306486432,0.00011016622320880742,209.0,-51.53246323108754,-51.53244198076447,2.1250323072763422e-05,204.0
loose_power_limits,52.501154389999776,53.661883557006476,1.1607291670067,1039.0,52.50115438999983,52.501154389999776,-5.684341886080802e-14,773.0
small_capacity,-74.86946342578935,-74.36560443932764,0.503858986461708,1038.0,-74.86946342578935,-74.86946342578935,0.0,627.0
large_capacity,139.72071568930838,139.74245297282877,0.021737283520394612,253.0,139.72071568930838,139.72099531572098,0.00027962641260614873,155.0
